[0.006s][info][gc] Using Concurrent Mark Sweep
[0.007s][info][gc,heap,coops] Heap address: 0x0000000700000000, size: 4096 MB, Compressed Oops mode: Zero based, Oop shift amount: 3
[0.058s][info][safepoint    ] Entering safepoint region: EnableBiasedLocking
[5.000s][info ][safepoint    ] Leaving safepoint region
[5.000s][info ][safepoint    ] Total time for which application threads were stopped: 0.0002753 seconds, Stopping threads took: 0.0001548 seconds
[5.000s][info ][safepoint    ] Application time: 0.0000613 seconds
[5.000s][info ][safepoint    ] Entering safepoint region: RevokeBias
[5.000s][info ][safepoint    ] Leaving safepoint region
[5.000s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001431 seconds, Stopping threads took: 0.0000764 seconds
[5.000s][info ][safepoint    ] Application time: 0.0000461 seconds
[5.000s][info ][safepoint    ] Entering safepoint region: RevokeBias
[5.000s][info ][safepoint    ] Leaving safepoint region
[5.000s][info ][safepoint    ] Total time for which application threads were stopped: 0.0001543 seconds, Stopping threads took: 0.0000598 seconds
[5.001s][info ][safepoint    ] Application time: 0.0007515 seconds
[5.001s][info ][safepoint    ] Entering safepoint region: RevokeBias
[5.001s][info ][safepoint    ] Leaving safepoint region
[5.001s][info ][safepoint    ] Total time for which application threads were stopped: 0.0002725 seconds, Stopping threads took: 0.0001646 seconds
[5.002s][info ][safepoint    ] Application time: 0.0001966 seconds
[5.002s][info ][safepoint    ] Entering safepoint region: RevokeBias
[5.002s][info ][safepoint    ] Leaving safepoint region
[5.002s][info ][safepoint    ] Total time for which application threads were stopped: 0.0002048 seconds, Stopping threads took: 0.0001156 seconds
[5.016s][info ][safepoint    ] Application time: 0.0139666 seconds
[5.016s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[5.016s][info ][gc,start     ] GC(3) Pause Young (Allocation Failure)
[5.016s][info ][gc,task      ] GC(3) Using 4 workers of 4 for evacuation
[5.091s][debug][gc,ref       ] GC(3) Skipped phase1 of Reference Processing due to unavailable references
[5.091s][debug][gc,ref       ] GC(3) Skipped phase3 of Reference Processing due to unavailable references
[5.092s][debug][gc,age       ] GC(3) Desired survivor size 15400960 bytes, new threshold 1 (max threshold 6)
[5.092s][info ][gc,heap      ] GC(3) ParNew: 270976K->30080K(270976K)
[5.092s][info ][gc,heap      ] GC(3) CMS: 42318K->72576K(602112K)
[5.092s][info ][gc,metaspace ] GC(3) Metaspace: 34225K->34225K(1081344K)
[5.092s][info ][gc           ] GC(3) Pause Young (Allocation Failure) 305M->100M(852M) 75.458ms
[5.092s][info ][gc,cpu       ] GC(3) User=0.29s Sys=0.00s Real=0.08s
[5.092s][info ][safepoint    ] Leaving safepoint region
[5.092s][info ][safepoint    ] Total time for which application threads were stopped: 0.0758889 seconds, Stopping threads took: 0.0002068 seconds
[5.121s][info ][safepoint    ] Application time: 0.0291218 seconds
[5.124s][info ][safepoint    ] Entering safepoint region: RevokeBias
[5.124s][info ][safepoint    ] Leaving safepoint region
[5.124s][info ][safepoint    ] Total time for which application threads were stopped: 0.0032378 seconds, Stopping threads took: 0.0031005 seconds
[5.156s][info ][safepoint    ] Application time: 0.0322307 seconds
[5.157s][info ][safepoint    ] Entering safepoint region: RevokeBias
[5.157s][info ][safepoint    ] Leaving safepoint region
[5.157s][info ][safepoint    ] Total time for which application threads were stopped: 0.0006123 seconds, Stopping threads took: 0.0004095 seconds
[5.157s][info ][safepoint    ] Application time: 0.0004272 seconds
[5.158s][info ][safepoint    ] Entering safepoint region: RevokeBias
[5.158s][info ][safepoint    ] Leaving safepoint region
[5.158s][info ][safepoint    ] Total time for which application threads were stopped: 0.0003310 seconds, Stopping threads took: 0.0001986 seconds
[5.165s][info ][safepoint    ] Application time: 0.0076453 seconds
[5.166s][info ][safepoint    ] Entering safepoint region: RevokeBias
[5.166s][info ][safepoint    ] Leaving safepoint region
[5.166s][info ][safepoint    ] Total time for which application threads were stopped: 0.0003944 seconds, Stopping threads took: 0.0002480 seconds
[5.175s][info ][safepoint    ] Application time: 0.0093051 seconds
[5.176s][info ][safepoint    ] Entering safepoint region: RevokeBias
[5.176s][info ][safepoint    ] Leaving safepoint region
[5.176s][info ][safepoint    ] Total time for which application threads were stopped: 0.0006816 seconds, Stopping threads took: 0.0005271 seconds
[5.191s][info ][safepoint    ] Application time: 0.0150896 seconds
[5.191s][info ][safepoint    ] Entering safepoint region: RevokeBias
[5.191s][info ][safepoint    ] Leaving safepoint region
[5.191s][info ][safepoint    ] Total time for which application threads were stopped: 0.0003562 seconds, Stopping threads took: 0.0002137 seconds
[5.198s][info ][safepoint    ] Application time: 0.0070241 seconds
[5.199s][info ][safepoint    ] Entering safepoint region: RevokeBias
[5.199s][info ][safepoint    ] Leaving safepoint region
[5.199s][info ][safepoint    ] Total time for which application threads were stopped: 0.0004050 seconds, Stopping threads took: 0.0002611 seconds
[5.228s][info ][safepoint    ] Application time: 0.0296592 seconds
[5.229s][info ][safepoint    ] Entering safepoint region: Deoptimize
[5.229s][info ][safepoint    ] Leaving safepoint region
[5.229s][info ][safepoint    ] Total time for which application threads were stopped: 0.0009223 seconds, Stopping threads took: 0.0001983 seconds
[5.257s][info ][safepoint    ] Application time: 0.0273764 seconds
[5.257s][info ][safepoint    ] Entering safepoint region: RevokeBias
[5.257s][info ][safepoint    ] Leaving safepoint region
[5.257s][info ][safepoint    ] Total time for which application threads were stopped: 0.0003296 seconds, Stopping threads took: 0.0001597 seconds
[5.258s][info ][safepoint    ] Application time: 0.0012175 seconds
[5.259s][info ][safepoint    ] Entering safepoint region: RevokeBias
[5.259s][info ][safepoint    ] Leaving safepoint region
[5.259s][info ][safepoint    ] Total time for which application threads were stopped: 0.0002946 seconds, Stopping threads took: 0.0001550 seconds
[5.261s][info ][safepoint    ] Application time: 0.0018129 seconds
[5.261s][info ][safepoint    ] Entering safepoint region: Deoptimize
[5.261s][info ][safepoint    ] Leaving safepoint region
[5.261s][info ][safepoint    ] Total time for which application threads were stopped: 0.0008686 seconds, Stopping threads took: 0.0001666 seconds
[5.263s][info ][safepoint    ] Application time: 0.0017678 seconds
[5.263s][info ][safepoint    ] Entering safepoint region: RevokeBias
[5.264s][info ][safepoint    ] Leaving safepoint region
[5.264s][info ][safepoint    ] Total time for which application threads were stopped: 0.0003519 seconds, Stopping threads took: 0.0002227 seconds
[5.266s][info ][safepoint    ] Application time: 0.0025493 seconds
[5.266s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[5.267s][info ][gc,start     ] GC(4) Pause Young (Allocation Failure)
[5.267s][info ][gc,task      ] GC(4) Using 4 workers of 4 for evacuation
[5.315s][debug][gc,ref       ] GC(4) Skipped phase1 of Reference Processing due to unavailable references
[5.315s][debug][gc,ref       ] GC(4) Skipped phase3 of Reference Processing due to unavailable references
[5.316s][debug][gc,age       ] GC(4) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[5.316s][info ][gc,heap      ] GC(4) ParNew: 270976K->30080K(270976K)
[5.316s][info ][gc,heap      ] GC(4) CMS: 72576K->100613K(602112K)
[5.316s][info ][gc,metaspace ] GC(4) Metaspace: 36503K->36503K(1083392K)
[5.316s][info ][gc           ] GC(4) Pause Young (Allocation Failure) 335M->127M(852M) 48.997ms
[5.316s][info ][gc,cpu       ] GC(4) User=0.17s Sys=0.01s Real=0.05s
[5.316s][info ][safepoint    ] Leaving safepoint region
[5.316s][info ][safepoint    ] Total time for which application threads were stopped: 0.0495108 seconds, Stopping threads took: 0.0003247 seconds
[5.317s][info ][safepoint    ] Application time: 0.0009661 seconds
[5.317s][info ][safepoint    ] Entering safepoint region: RevokeBias
[5.317s][info ][safepoint    ] Leaving safepoint region
[5.317s][info ][safepoint    ] Total time for which application threads were stopped: 0.0003230 seconds, Stopping threads took: 0.0001765 seconds
[5.320s][info ][safepoint    ] Application time: 0.0027546 seconds
[5.320s][info ][safepoint    ] Entering safepoint region: RevokeBias
[5.320s][info ][safepoint    ] Leaving safepoint region
[5.320s][info ][safepoint    ] Total time for which application threads were stopped: 0.0002882 seconds, Stopping threads took: 0.0001711 seconds
[5.383s][info ][safepoint    ] Application time: 0.0627632 seconds
[5.383s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[5.383s][info ][gc,start     ] GC(5) Pause Young (Allocation Failure)
[5.383s][info ][gc,task      ] GC(5) Using 4 workers of 4 for evacuation
[5.395s][debug][gc,ref       ] GC(5) Skipped phase1 of Reference Processing due to unavailable references
[5.395s][debug][gc,ref       ] GC(5) Skipped phase3 of Reference Processing due to unavailable references
[5.395s][debug][gc,age       ] GC(5) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[5.395s][info ][gc,heap      ] GC(5) ParNew: 270976K->20033K(270976K)
[5.395s][info ][gc,heap      ] GC(5) CMS: 100613K->100613K(602112K)
[5.395s][info ][gc,metaspace ] GC(5) Metaspace: 36593K->36593K(1083392K)
[5.395s][info ][gc           ] GC(5) Pause Young (Allocation Failure) 362M->117M(852M) 11.585ms
[5.395s][info ][gc,cpu       ] GC(5) User=0.04s Sys=0.00s Real=0.01s
[5.395s][info ][safepoint    ] Leaving safepoint region
[5.395s][info ][safepoint    ] Total time for which application threads were stopped: 0.0119713 seconds, Stopping threads took: 0.0001371 seconds
[5.482s][info ][safepoint    ] Application time: 0.0876250 seconds
[5.484s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[5.485s][info ][gc,start     ] GC(6) Pause Young (Allocation Failure)
[5.485s][info ][gc,task      ] GC(6) Using 4 workers of 4 for evacuation
[5.496s][debug][gc,ref       ] GC(6) Skipped phase1 of Reference Processing due to unavailable references
[5.496s][debug][gc,ref       ] GC(6) Skipped phase3 of Reference Processing due to unavailable references
[5.496s][debug][gc,age       ] GC(6) Desired survivor size 15400960 bytes, new threshold 3 (max threshold 6)
[5.496s][info ][gc,heap      ] GC(6) ParNew: 260929K->24169K(270976K)
[5.496s][info ][gc,heap      ] GC(6) CMS: 100613K->100613K(602112K)
[5.496s][info ][gc,metaspace ] GC(6) Metaspace: 36623K->36623K(1083392K)
[5.496s][info ][gc           ] GC(6) Pause Young (Allocation Failure) 353M->121M(852M) 11.446ms
[5.496s][info ][gc,cpu       ] GC(6) User=0.05s Sys=0.00s Real=0.01s
[5.496s][info ][safepoint    ] Leaving safepoint region
[5.496s][info ][safepoint    ] Total time for which application threads were stopped: 0.0136701 seconds, Stopping threads took: 0.0019897 seconds
[5.675s][info ][safepoint    ] Application time: 0.1793196 seconds
[5.676s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[5.676s][info ][gc,start     ] GC(7) Pause Young (Allocation Failure)
[5.676s][info ][gc,task      ] GC(7) Using 4 workers of 4 for evacuation
[5.695s][debug][gc,ref       ] GC(7) Skipped phase1 of Reference Processing due to unavailable references
[5.695s][debug][gc,ref       ] GC(7) Skipped phase3 of Reference Processing due to unavailable references
[5.695s][debug][gc,ref       ] GC(7) Skipped phase4 of Reference Processing due to unavailable references
[5.695s][debug][gc,age       ] GC(7) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[5.695s][info ][gc,heap      ] GC(7) ParNew: 265065K->14966K(270976K)
[5.695s][info ][gc,heap      ] GC(7) CMS: 100613K->113211K(602112K)
[5.695s][info ][gc,metaspace ] GC(7) Metaspace: 36628K->36628K(1083392K)
[5.695s][info ][gc           ] GC(7) Pause Young (Allocation Failure) 357M->125M(852M) 19.693ms
[5.695s][info ][gc,cpu       ] GC(7) User=0.08s Sys=0.00s Real=0.02s
[5.695s][info ][safepoint    ] Leaving safepoint region
[5.695s][info ][safepoint    ] Total time for which application threads were stopped: 0.0200159 seconds, Stopping threads took: 0.0001157 seconds
[5.805s][info ][safepoint    ] Application time: 0.1094912 seconds
[5.812s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[5.813s][info ][gc,start     ] GC(8) Pause Young (Allocation Failure)
[5.813s][info ][gc,task      ] GC(8) Using 4 workers of 4 for evacuation
[5.820s][debug][gc,ref       ] GC(8) Skipped phase1 of Reference Processing due to unavailable references
[5.820s][debug][gc,ref       ] GC(8) Skipped phase3 of Reference Processing due to unavailable references
[5.820s][debug][gc,ref       ] GC(8) Skipped phase4 of Reference Processing due to unavailable references
[5.820s][debug][gc,age       ] GC(8) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[5.820s][info ][gc,heap      ] GC(8) ParNew: 255862K->7299K(270976K)
[5.820s][info ][gc,heap      ] GC(8) CMS: 113211K->113211K(602112K)
[5.820s][info ][gc,metaspace ] GC(8) Metaspace: 36628K->36628K(1083392K)
[5.820s][info ][gc           ] GC(8) Pause Young (Allocation Failure) 360M->117M(852M) 7.397ms
[5.820s][info ][gc,cpu       ] GC(8) User=0.03s Sys=0.00s Real=0.01s
[5.820s][info ][safepoint    ] Leaving safepoint region
[5.820s][info ][safepoint    ] Total time for which application threads were stopped: 0.0149837 seconds, Stopping threads took: 0.0073381 seconds
[5.986s][info ][safepoint    ] Application time: 0.1659659 seconds
[5.986s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[5.986s][info ][gc,start     ] GC(9) Pause Young (Allocation Failure)
[5.986s][info ][gc,task      ] GC(9) Using 4 workers of 4 for evacuation
[5.993s][debug][gc,ref       ] GC(9) Skipped phase1 of Reference Processing due to unavailable references
[5.993s][debug][gc,ref       ] GC(9) Skipped phase3 of Reference Processing due to unavailable references
[5.993s][debug][gc,ref       ] GC(9) Skipped phase4 of Reference Processing due to unavailable references
[5.993s][debug][gc,age       ] GC(9) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[5.993s][info ][gc,heap      ] GC(9) ParNew: 248195K->6343K(270976K)
[5.993s][info ][gc,heap      ] GC(9) CMS: 113211K->113211K(602112K)
[5.993s][info ][gc,metaspace ] GC(9) Metaspace: 36628K->36628K(1083392K)
[5.993s][info ][gc           ] GC(9) Pause Young (Allocation Failure) 352M->116M(852M) 6.840ms
[5.993s][info ][gc,cpu       ] GC(9) User=0.03s Sys=0.00s Real=0.01s
[5.993s][info ][safepoint    ] Leaving safepoint region
[5.993s][info ][safepoint    ] Total time for which application threads were stopped: 0.0070911 seconds, Stopping threads took: 0.0000872 seconds
[6.073s][info ][safepoint    ] Application time: 0.0796988 seconds
[6.073s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[6.073s][info ][gc,start     ] GC(10) Pause Young (Allocation Failure)
[6.073s][info ][gc,task      ] GC(10) Using 4 workers of 4 for evacuation
[6.080s][debug][gc,ref       ] GC(10) Skipped phase1 of Reference Processing due to unavailable references
[6.080s][debug][gc,ref       ] GC(10) Skipped phase3 of Reference Processing due to unavailable references
[6.080s][debug][gc,ref       ] GC(10) Skipped phase4 of Reference Processing due to unavailable references
[6.080s][debug][gc,age       ] GC(10) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[6.080s][info ][gc,heap      ] GC(10) ParNew: 247239K->7784K(270976K)
[6.080s][info ][gc,heap      ] GC(10) CMS: 113211K->113211K(602112K)
[6.080s][info ][gc,metaspace ] GC(10) Metaspace: 36628K->36628K(1083392K)
[6.080s][info ][gc           ] GC(10) Pause Young (Allocation Failure) 352M->118M(852M) 6.612ms
[6.080s][info ][gc,cpu       ] GC(10) User=0.03s Sys=0.00s Real=0.01s
[6.080s][info ][safepoint    ] Leaving safepoint region
[6.080s][info ][safepoint    ] Total time for which application threads were stopped: 0.0069949 seconds, Stopping threads took: 0.0002270 seconds
[6.132s][info ][safepoint    ] Application time: 0.0520596 seconds
[6.132s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[6.132s][info ][gc,start     ] GC(11) Pause Young (Allocation Failure)
[6.132s][info ][gc,task      ] GC(11) Using 4 workers of 4 for evacuation
[6.140s][debug][gc,ref       ] GC(11) Skipped phase1 of Reference Processing due to unavailable references
[6.140s][debug][gc,ref       ] GC(11) Skipped phase2 of Reference Processing due to unavailable references
[6.140s][debug][gc,ref       ] GC(11) Skipped phase3 of Reference Processing due to unavailable references
[6.140s][debug][gc,ref       ] GC(11) Skipped phase4 of Reference Processing due to unavailable references
[6.140s][debug][gc,age       ] GC(11) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[6.141s][info ][gc,heap      ] GC(11) ParNew: 248680K->5282K(270976K)
[6.141s][info ][gc,heap      ] GC(11) CMS: 113211K->115398K(602112K)
[6.141s][info ][gc,metaspace ] GC(11) Metaspace: 36628K->36628K(1083392K)
[6.141s][info ][gc           ] GC(11) Pause Young (Allocation Failure) 353M->117M(852M) 8.343ms
[6.141s][info ][gc,cpu       ] GC(11) User=0.03s Sys=0.00s Real=0.01s
[6.141s][info ][safepoint    ] Leaving safepoint region
[6.141s][info ][safepoint    ] Total time for which application threads were stopped: 0.0086614 seconds, Stopping threads took: 0.0001447 seconds
[6.339s][info ][safepoint    ] Application time: 0.1988679 seconds
[6.340s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[6.340s][info ][gc,start     ] GC(12) Pause Young (Allocation Failure)
[6.340s][info ][gc,task      ] GC(12) Using 4 workers of 4 for evacuation
[6.346s][debug][gc,ref       ] GC(12) Skipped phase1 of Reference Processing due to unavailable references
[6.346s][debug][gc,ref       ] GC(12) Skipped phase2 of Reference Processing due to unavailable references
[6.346s][debug][gc,ref       ] GC(12) Skipped phase3 of Reference Processing due to unavailable references
[6.346s][debug][gc,ref       ] GC(12) Skipped phase4 of Reference Processing due to unavailable references
[6.346s][debug][gc,age       ] GC(12) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[6.346s][info ][gc,heap      ] GC(12) ParNew: 246178K->3749K(270976K)
[6.346s][info ][gc,heap      ] GC(12) CMS: 115398K->116244K(602112K)
[6.346s][info ][gc,metaspace ] GC(12) Metaspace: 36628K->36628K(1083392K)
[6.346s][info ][gc           ] GC(12) Pause Young (Allocation Failure) 353M->117M(852M) 5.925ms
[6.346s][info ][gc,cpu       ] GC(12) User=0.03s Sys=0.00s Real=0.00s
[6.346s][info ][safepoint    ] Leaving safepoint region
[6.346s][info ][safepoint    ] Total time for which application threads were stopped: 0.0062703 seconds, Stopping threads took: 0.0001494 seconds
[6.394s][info ][safepoint    ] Application time: 0.0481419 seconds
[6.394s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[6.394s][info ][gc,start     ] GC(13) Pause Young (Allocation Failure)
[6.394s][info ][gc,task      ] GC(13) Using 4 workers of 4 for evacuation
[6.400s][debug][gc,ref       ] GC(13) Skipped phase1 of Reference Processing due to unavailable references
[6.400s][debug][gc,ref       ] GC(13) Skipped phase2 of Reference Processing due to unavailable references
[6.400s][debug][gc,ref       ] GC(13) Skipped phase3 of Reference Processing due to unavailable references
[6.400s][debug][gc,ref       ] GC(13) Skipped phase4 of Reference Processing due to unavailable references
[6.400s][debug][gc,age       ] GC(13) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[6.400s][info ][gc,heap      ] GC(13) ParNew: 244645K->2790K(270976K)
[6.400s][info ][gc,heap      ] GC(13) CMS: 116244K->117845K(602112K)
[6.400s][info ][gc,metaspace ] GC(13) Metaspace: 36628K->36628K(1083392K)
[6.400s][info ][gc           ] GC(13) Pause Young (Allocation Failure) 352M->117M(852M) 5.595ms
[6.400s][info ][gc,cpu       ] GC(13) User=0.02s Sys=0.00s Real=0.01s
[6.400s][info ][safepoint    ] Leaving safepoint region
[6.400s][info ][safepoint    ] Total time for which application threads were stopped: 0.0058682 seconds, Stopping threads took: 0.0001197 seconds
[6.478s][info ][safepoint    ] Application time: 0.0782506 seconds
[6.478s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[6.478s][info ][gc,start     ] GC(14) Pause Young (Allocation Failure)
[6.478s][info ][gc,task      ] GC(14) Using 4 workers of 4 for evacuation
[6.482s][debug][gc,ref       ] GC(14) Skipped phase1 of Reference Processing due to unavailable references
[6.482s][debug][gc,ref       ] GC(14) Skipped phase2 of Reference Processing due to unavailable references
[6.482s][debug][gc,ref       ] GC(14) Skipped phase3 of Reference Processing due to unavailable references
[6.482s][debug][gc,ref       ] GC(14) Skipped phase4 of Reference Processing due to unavailable references
[6.482s][debug][gc,age       ] GC(14) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[6.482s][info ][gc,heap      ] GC(14) ParNew: 243686K->941K(270976K)
[6.482s][info ][gc,heap      ] GC(14) CMS: 117845K->118502K(602112K)
[6.482s][info ][gc,metaspace ] GC(14) Metaspace: 36628K->36628K(1083392K)
[6.483s][info ][gc           ] GC(14) Pause Young (Allocation Failure) 353M->116M(852M) 4.054ms
[6.483s][info ][gc,cpu       ] GC(14) User=0.01s Sys=0.00s Real=0.00s
[6.483s][info ][safepoint    ] Leaving safepoint region
[6.483s][info ][safepoint    ] Total time for which application threads were stopped: 0.0044164 seconds, Stopping threads took: 0.0001838 seconds
[6.529s][info ][safepoint    ] Application time: 0.0464368 seconds
[6.533s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[6.534s][info ][gc,start     ] GC(15) Pause Young (Allocation Failure)
[6.534s][info ][gc,task      ] GC(15) Using 4 workers of 4 for evacuation
[6.535s][debug][gc,ref       ] GC(15) Skipped phase1 of Reference Processing due to unavailable references
[6.536s][debug][gc,ref       ] GC(15) Skipped phase2 of Reference Processing due to unavailable references
[6.536s][debug][gc,ref       ] GC(15) Skipped phase3 of Reference Processing due to unavailable references
[6.536s][debug][gc,ref       ] GC(15) Skipped phase4 of Reference Processing due to unavailable references
[6.536s][debug][gc,age       ] GC(15) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[6.536s][info ][gc,heap      ] GC(15) ParNew: 241837K->487K(270976K)
[6.536s][info ][gc,heap      ] GC(15) CMS: 118502K->118612K(602112K)
[6.536s][info ][gc,metaspace ] GC(15) Metaspace: 36628K->36628K(1083392K)
[6.536s][info ][gc           ] GC(15) Pause Young (Allocation Failure) 351M->116M(852M) 2.116ms
[6.536s][info ][gc,cpu       ] GC(15) User=0.01s Sys=0.00s Real=0.00s
[6.536s][info ][safepoint    ] Leaving safepoint region
[6.536s][info ][safepoint    ] Total time for which application threads were stopped: 0.0066763 seconds, Stopping threads took: 0.0043388 seconds
[6.574s][info ][safepoint    ] Application time: 0.0386167 seconds
[6.574s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[6.575s][info ][gc,start     ] GC(16) Pause Young (Allocation Failure)
[6.575s][info ][gc,task      ] GC(16) Using 4 workers of 4 for evacuation
[6.576s][debug][gc,ref       ] GC(16) Skipped phase1 of Reference Processing due to unavailable references
[6.576s][debug][gc,ref       ] GC(16) Skipped phase2 of Reference Processing due to unavailable references
[6.576s][debug][gc,ref       ] GC(16) Skipped phase3 of Reference Processing due to unavailable references
[6.576s][debug][gc,ref       ] GC(16) Skipped phase4 of Reference Processing due to unavailable references
[6.576s][debug][gc,age       ] GC(16) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[6.576s][info ][gc,heap      ] GC(16) ParNew: 241383K->538K(270976K)
[6.576s][info ][gc,heap      ] GC(16) CMS: 118612K->118649K(602112K)
[6.576s][info ][gc,metaspace ] GC(16) Metaspace: 36628K->36628K(1083392K)
[6.576s][info ][gc           ] GC(16) Pause Young (Allocation Failure) 351M->116M(852M) 1.843ms
[6.576s][info ][gc,cpu       ] GC(16) User=0.01s Sys=0.00s Real=0.01s
[6.576s][info ][safepoint    ] Leaving safepoint region
[6.576s][info ][safepoint    ] Total time for which application threads were stopped: 0.0020863 seconds, Stopping threads took: 0.0000856 seconds
[6.640s][info ][safepoint    ] Application time: 0.0633779 seconds
[6.640s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[6.640s][info ][gc,start     ] GC(17) Pause Young (Allocation Failure)
[6.640s][info ][gc,task      ] GC(17) Using 4 workers of 4 for evacuation
[6.642s][debug][gc,ref       ] GC(17) Skipped phase1 of Reference Processing due to unavailable references
[6.642s][debug][gc,ref       ] GC(17) Skipped phase2 of Reference Processing due to unavailable references
[6.642s][debug][gc,ref       ] GC(17) Skipped phase3 of Reference Processing due to unavailable references
[6.642s][debug][gc,ref       ] GC(17) Skipped phase4 of Reference Processing due to unavailable references
[6.642s][debug][gc,age       ] GC(17) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[6.642s][info ][gc,heap      ] GC(17) ParNew: 241434K->420K(270976K)
[6.642s][info ][gc,heap      ] GC(17) CMS: 118649K->118671K(602112K)
[6.642s][info ][gc,metaspace ] GC(17) Metaspace: 36628K->36628K(1083392K)
[6.642s][info ][gc           ] GC(17) Pause Young (Allocation Failure) 351M->116M(852M) 1.910ms
[6.642s][info ][gc,cpu       ] GC(17) User=0.01s Sys=0.00s Real=0.00s
[6.642s][info ][safepoint    ] Leaving safepoint region
[6.642s][info ][safepoint    ] Total time for which application threads were stopped: 0.0021407 seconds, Stopping threads took: 0.0000829 seconds
[6.685s][info ][safepoint    ] Application time: 0.0427907 seconds
[6.685s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[6.685s][info ][gc,start     ] GC(18) Pause Young (Allocation Failure)
[6.685s][info ][gc,task      ] GC(18) Using 4 workers of 4 for evacuation
[6.687s][debug][gc,ref       ] GC(18) Skipped phase1 of Reference Processing due to unavailable references
[6.687s][debug][gc,ref       ] GC(18) Skipped phase2 of Reference Processing due to unavailable references
[6.687s][debug][gc,ref       ] GC(18) Skipped phase3 of Reference Processing due to unavailable references
[6.687s][debug][gc,ref       ] GC(18) Skipped phase4 of Reference Processing due to unavailable references
[6.687s][debug][gc,age       ] GC(18) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[6.687s][info ][gc,heap      ] GC(18) ParNew: 241316K->562K(270976K)
[6.687s][info ][gc,heap      ] GC(18) CMS: 118671K->118730K(602112K)
[6.687s][info ][gc,metaspace ] GC(18) Metaspace: 36628K->36628K(1083392K)
[6.687s][info ][gc           ] GC(18) Pause Young (Allocation Failure) 351M->116M(852M) 1.847ms
[6.687s][info ][gc,cpu       ] GC(18) User=0.01s Sys=0.00s Real=0.00s
[6.687s][info ][safepoint    ] Leaving safepoint region
[6.687s][info ][safepoint    ] Total time for which application threads were stopped: 0.0021442 seconds, Stopping threads took: 0.0001368 seconds
[6.730s][info ][safepoint    ] Application time: 0.0428452 seconds
[6.730s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[6.730s][info ][gc,start     ] GC(19) Pause Young (Allocation Failure)
[6.730s][info ][gc,task      ] GC(19) Using 4 workers of 4 for evacuation
[6.732s][debug][gc,ref       ] GC(19) Skipped phase1 of Reference Processing due to unavailable references
[6.732s][debug][gc,ref       ] GC(19) Skipped phase2 of Reference Processing due to unavailable references
[6.732s][debug][gc,ref       ] GC(19) Skipped phase3 of Reference Processing due to unavailable references
[6.732s][debug][gc,ref       ] GC(19) Skipped phase4 of Reference Processing due to unavailable references
[6.732s][debug][gc,age       ] GC(19) Desired survivor size 15400960 bytes, new threshold 6 (max threshold 6)
[6.732s][info ][gc,heap      ] GC(19) ParNew: 241458K->410K(270976K)
[6.732s][info ][gc,heap      ] GC(19) CMS: 118730K->118758K(602112K)
[6.732s][info ][gc,metaspace ] GC(19) Metaspace: 36628K->36628K(1083392K)
[6.732s][info ][gc           ] GC(19) Pause Young (Allocation Failure) 351M->116M(852M) 1.917ms
[6.732s][info ][gc,cpu       ] GC(19) User=0.01s Sys=0.00s Real=0.00s
[6.732s][info ][safepoint    ] Leaving safepoint region
[6.732s][info ][safepoint    ] Total time for which application threads were stopped: 0.0021610 seconds, Stopping threads took: 0.0000852 seconds
[6.792s][info ][safepoint    ] Application time: 0.0600202 seconds
[6.792s][info ][safepoint    ] Entering safepoint region: GenCollectForAllocation
[6.792s][info ][gc,start     ] GC(20) Pause Young (Allocation Failure)
